sample_id,image,caption,prompt,answer
52,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a frog is under rocks which are above the water
Answer: ",No.
52,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a frog is above rocks which are under the water
Answer: ",Yes.
52,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a frog is under rocks which are above the water
Answer: ",Yes.
53,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: driving off the road and on the unpaved terrain
Answer: ",Yes.
53,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: driving on the road and off the unpaved terrain
Answer: ",Yes.
53,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: driving off the road and on the unpaved terrain
Answer: ",No
53,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: driving on the road and off the unpaved terrain
Answer: ",No.
54,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone is in a helicopter with a car
Answer: ",No.
54,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone is with a helicopter in a car
Answer: ",No.
54,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone is in a helicopter with a car
Answer: ",No.
54,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone is with a helicopter in a car
Answer: ",Yes.
55,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the green one can fit inside the blue one and the blue one can fit outside the green one
Answer: ",I'm unable to determine the answer based on the image provided.
55,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the green one can fit outside the blue one and the blue one can fit inside the green one
Answer: ","I'm sorry, I can't determine the answer based on the image provided."
56,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: jumping away from the photographer and towards the others
Answer: ",Yes.
56,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: jumping towards the photographer and away from the others
Answer: ",Yes.
56,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: jumping away from the photographer and towards the others
Answer: ",Yes.
56,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: jumping towards the photographer and away from the others
Answer: ",Yes.
57,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone bakes the dough before the dough is eaten
Answer: ",Yes.
57,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the dough is eaten before someone bakes the dough
Answer: ",No
57,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone bakes the dough before the dough is eaten
Answer: ",No
57,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the dough is eaten before someone bakes the dough
Answer: ",Yes.
58,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it hatched before it was eaten
Answer: ","I'm sorry, I can't determine the answer from the image alone."
58,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it was eaten before it hatched
Answer: ",I'm not sure based on the image.
58,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it hatched before it was eaten
Answer: ",No.
58,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it was eaten before it hatched
Answer: ",Yes.
59,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there are three bananas and two apples
Answer: ",No
59,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there are two bananas and three apples
Answer: ",No
59,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there are three bananas and two apples
Answer: ",No.
59,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there are two bananas and three apples
Answer: ",Yes.
60,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone has loaded their plate with one of the toast slices and two of the eggs
Answer: ",Yes.
60,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone has loaded their plate with two of the toast slices and one of the eggs
Answer: ",No.
60,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone has loaded their plate with one of the toast slices and two of the eggs
Answer: ",No
60,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone has loaded their plate with two of the toast slices and one of the eggs
Answer: ",Yes.
61,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there are three people and two windows
Answer: ",Yes.
61,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there are two people and three windows
Answer: ",No.
61,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there are three people and two windows
Answer: ",Yes
61,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there are two people and three windows
Answer: ",Yes.
63,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: no people wear blue shirts and six people wear white shirts
Answer: ",Yes
63,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: six people wear blue shirts and no people wear white shirts
Answer: ",No
63,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: no people wear blue shirts and six people wear white shirts
Answer: ",No
63,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: six people wear blue shirts and no people wear white shirts
Answer: ",Yes.
64,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the dog's leg is on the person's torso
Answer: ",Yes.
64,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person's leg is on the dog's torso
Answer: ",No.
64,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the dog's leg is on the person's torso
Answer: ",Yes.
64,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person's leg is on the dog's torso
Answer: ",Yes.
65,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the animal's eyes are bigger than the person's
Answer: ",Yes.
65,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person's eyes are bigger than the animal's
Answer: ",No.
65,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the animal's eyes are bigger than the person's
Answer: ",No
65,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person's eyes are bigger than the animal's
Answer: ",Yes.
66,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the taller person's arm is around the shorter person's shoulder
Answer: ",Yes.
66,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the shorter person's arm is around the taller person's shoulder
Answer: ",Yes.
66,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the taller person's arm is around the shorter person's shoulder
Answer: ",Yes.
66,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the shorter person's arm is around the taller person's shoulder
Answer: ",Yes.
67,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person in a brown coat looks back and the person in a black coat looks forward
Answer: ",Yes.
67,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person in a black coat looks back and the person in a brown coat looks forward
Answer: ",Yes.
67,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person in a brown coat looks back and the person in a black coat looks forward
Answer: ",No.
67,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person in a black coat looks back and the person in a brown coat looks forward
Answer: ",Yes.
68,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it ran away while they pursued
Answer: ",Yes.
68,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they ran away while it pursued
Answer: ",No
68,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it ran away while they pursued
Answer: ",Yes.
68,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they ran away while it pursued
Answer: ",Yes.
69,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: almost everyone is in a boat and one is swimming
Answer: ",Yes.
69,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: one is in a boat and almost everyone is swimming
Answer: ",No.
69,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: almost everyone is in a boat and one is swimming
Answer: ",No.
69,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: one is in a boat and almost everyone is swimming
Answer: ",Yes
70,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the lighter shoes is holding an emoji and the person with the darker shoes isn't
Answer: ",No.
70,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the darker shoes is holding an emoji and the person with the lighter shoes isn't
Answer: ",No.
70,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the lighter shoes is holding an emoji and the person with the darker shoes isn't
Answer: ",Yes.
70,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the darker shoes is holding an emoji and the person with the lighter shoes isn't
Answer: ",Yes.
71,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person wearing neutral colors poses and the person wearing brighter colors takes a picture
Answer: ",Yes.
71,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person wearing brighter colors poses and the person wearing neutral colors takes a picture
Answer: ",No.
71,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person wearing neutral colors poses and the person wearing brighter colors takes a picture
Answer: ",No.
71,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person wearing brighter colors poses and the person wearing neutral colors takes a picture
Answer: ",Yes.
72,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it's a fire truck
Answer: ",Yes.
72,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it's a truck fire
Answer: ",No
72,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it's a fire truck
Answer: ",No.
72,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: it's a truck fire
Answer: ",Yes.
73,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: watching the present
Answer: ",Yes.
73,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: presenting the watch
Answer: ",I'm unable to determine if the image is presenting a watch.
73,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: watching the present
Answer: ",I'm not sure.
73,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: presenting the watch
Answer: ","I'm sorry, I can't provide a yes or no answer based on the image provided."
74,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: walking out on a rock
Answer: ",Yes.
74,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: rocking out on a walk
Answer: ",Yes.
74,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: walking out on a rock
Answer: ",No.
74,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: rocking out on a walk
Answer: ",Yes.
75,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the kid with the magnifying glass looks at them
Answer: ",Yes.
75,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the kid looks at them with the magnifying glass
Answer: ",No.
75,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the kid with the magnifying glass looks at them
Answer: ",Yes.
75,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the kid looks at them with the magnifying glass
Answer: ",Yes.
76,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the kids is sitting
Answer: ",Yes.
76,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person is sitting with the kids
Answer: ",Yes.
76,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the kids is sitting
Answer: ",Yes
76,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person is sitting with the kids
Answer: ",Yes.
77,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the people with shoes are touching each other
Answer: ",Yes.
77,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the people are touching each other with shoes
Answer: ",No
77,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the people with shoes are touching each other
Answer: ",No
77,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the people are touching each other with shoes
Answer: ",Yes.
78,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone with an apple is hurt by a tree
Answer: ",Yes.
78,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone is hurt by a tree with an apple
Answer: ",Yes.
79,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person that is on the table is eating the food
Answer: ",Yes.
79,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person is eating the food that is on the table
Answer: ",Yes.
79,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person that is on the table is eating the food
Answer: ",No
79,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person is eating the food that is on the table
Answer: ",No.
80,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the watering can is larger than the pot
Answer: ",Yes.
80,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the pot is larger than the watering can
Answer: ",No
80,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the watering can is larger than the pot
Answer: ",No.
80,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the pot is larger than the watering can
Answer: ",Yes.
81,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they hold a suitcase handle with their left hand and they hold a passport with their right hand
Answer: ",Yes.
81,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they hold a passport with their left hand and they hold a suitcase handle with their right hand
Answer: ",Yes.
81,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they hold a suitcase handle with their left hand and they hold a passport with their right hand
Answer: ",Yes.
81,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they hold a passport with their left hand and they hold a suitcase handle with their right hand
Answer: ",Yes
82,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the patterned shirt is curly-haired and the other is straight-haired
Answer: ",Yes.
82,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the patterned shirt is straight-haired and the other is curly-haired
Answer: ",No.
82,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the patterned shirt is curly-haired and the other is straight-haired
Answer: ",No.
82,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person with the patterned shirt is straight-haired and the other is curly-haired
Answer: ",Yes.
83,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a diagram showing movement from right to left
Answer: ",Yes.
83,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a diagram showing movement from left to right
Answer: ",Yes.
83,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a diagram showing movement from right to left
Answer: ",Yes.
83,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a diagram showing movement from left to right
Answer: ",Yes.
84,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the flip flops are too big for these feet
Answer: ",Yes.
84,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the feet are too big for these flip flops
Answer: ",No.
84,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the flip flops are too big for these feet
Answer: ",Yes.
84,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the feet are too big for these flip flops
Answer: ",Yes.
85,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person who is wearing a crown is kissing a frog
Answer: ",Yes.
85,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person is kissing a frog who is wearing a crown
Answer: ",I'm unable to determine if the frog is wearing a crown.
85,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person who is wearing a crown is kissing a frog
Answer: ",No.
85,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person is kissing a frog who is wearing a crown
Answer: ",Yes.
86,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a dog sitting on a couch with a person lying on the floor
Answer: ",Yes.
86,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a person lying on a couch with a dog sitting on the floor
Answer: ",No
86,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a dog sitting on a couch with a person lying on the floor
Answer: ",No.
86,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: a person lying on a couch with a dog sitting on the floor
Answer: ",No
87,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: The uncaged bird has an opened cage door
Answer: ",Yes.
87,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: The caged bird has an unopened cage door
Answer: ",No.
87,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: The uncaged bird has an opened cage door
Answer: ",No.
87,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: The caged bird has an unopened cage door
Answer: ",No
88,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: meat with potatoes
Answer: ",Yes.
88,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: potatoes with meat
Answer: ",Yes.
88,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: meat with potatoes
Answer: ",Yes.
88,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: potatoes with meat
Answer: ",Yes.
89,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person in pink was close to not winning
Answer: ",No.
89,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the person in pink was not close to winning
Answer: ",No
90,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: two humans and one wheel
Answer: ",Yes.
90,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: two wheels and one human
Answer: ",No.
90,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: two humans and one wheel
Answer: ",No
90,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: two wheels and one human
Answer: ",Yes
91,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: clothing on lines
Answer: ",Yes
91,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: lines on clothing
Answer: ",Yes.
91,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: clothing on lines
Answer: ",No.
91,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: lines on clothing
Answer: ",Yes.
92,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone talks on the phone angrily while another person sits happily
Answer: ",Yes.
92,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone talks on the phone happily while another person sits angrily
Answer: ",I'm unable to determine the emotions of people in images.
92,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone talks on the phone angrily while another person sits happily
Answer: ",No
92,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone talks on the phone happily while another person sits angrily
Answer: ",Yes.
93,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: two boats and one direction down the stream
Answer: ",Yes.
93,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: one boat and two directions down the stream
Answer: ",No.
93,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: two boats and one direction down the stream
Answer: ",No.
93,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: one boat and two directions down the stream
Answer: ",Yes.
94,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: The dog rides without a visible tongue
Answer: ",Yes.
94,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: The dog rides with a visible tongue out
Answer: ",No.
94,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: The dog rides without a visible tongue
Answer: ",No
94,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: The dog rides with a visible tongue out
Answer: ",Yes.
95,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: handing a hammer
Answer: ",Yes.
95,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: hammering a hand
Answer: ",No
95,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: handing a hammer
Answer: ",No
95,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: hammering a hand
Answer: ",No
96,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: leaves its shedding
Answer: ",No.
96,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: shedding its leaves
Answer: ",No.
96,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: leaves its shedding
Answer: ",Yes
96,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: shedding its leaves
Answer: ",Yes.
97,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they are using no bait but still got fish
Answer: ",Yes.
97,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they are using bait but still got no fish
Answer: ",No
97,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they are using no bait but still got fish
Answer: ",No
97,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: they are using bait but still got no fish
Answer: ","I'm sorry, I can't determine the answer from the image alone."
98,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone on the ground is spraying water towards a vehicle
Answer: ",Yes.
98,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone is on a vehicle spraying water towards the ground
Answer: ",No
98,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone on the ground is spraying water towards a vehicle
Answer: ",Yes.
98,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: someone is on a vehicle spraying water towards the ground
Answer: ",Yes.
99,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the dog wears as a hat what someone would normally bite
Answer: ",Yes.
99,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the dog bites what someone would normally wear as a hat
Answer: ",No.
99,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the dog wears as a hat what someone would normally bite
Answer: ",No.
99,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the dog bites what someone would normally wear as a hat
Answer: ",Yes.
100,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the happy one is on the left and the upset one is on the right
Answer: ",Yes.
100,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the upset one is on the left and the happy one is on the right
Answer: ",No
100,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the happy one is on the left and the upset one is on the right
Answer: ",Yes
100,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the upset one is on the left and the happy one is on the right
Answer: ",Yes.
101,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: fake mustache and real hair on head
Answer: ",No
101,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: real mustache and fake hair on head
Answer: ",No
101,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: fake mustache and real hair on head
Answer: ","I'm sorry, I can't determine the answer based on the image."
101,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: real mustache and fake hair on head
Answer: ",Yes.
102,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: real cat with toy baby
Answer: ",Yes.
102,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: toy cat with real baby
Answer: ",No.
102,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: real cat with toy baby
Answer: ",No
102,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: toy cat with real baby
Answer: ",Yes.
103,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the lion is loud and the lionness is quiet
Answer: ",Yes.
103,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the lion is quiet and the lionness is loud
Answer: ",No
103,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the lion is loud and the lionness is quiet
Answer: ",I'm unable to determine the sound from the image.
103,B,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: the lion is quiet and the lionness is loud
Answer: ",Yes.
104,A,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there is a pink couch with green pillows
Answer: ",Yes
104,A,2,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there is a green couch with pink pillows
Answer: ",No
104,B,1,"Here is an evaluation sample. Please provide the final answer in yes or no.


Image: <image>
Caption: there is a pink couch with green pillows
Answer: ",No
