sample_id,category,text_prompt,text_answer_1,text_answer_2
492,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A plate of flambeed bananas are sitting atop brown sugar and other garnish.""? Choices: First, Second.
Answer: ",Second.,Second.
493,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man in a wet-suit surfing on a board.""? Choices: First, Second.
Answer: ",First.,Second.
494,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A black train with steam coming from underneath, passes by a building.""? Choices: First, Second.
Answer: ",First.,Second.
495,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A group of zebras in a grassy area next to trees.""? Choices: First, Second.
Answer: ",First.,Second.
496,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A sign laying on a lush green field near a body of water.""? Choices: First, Second.
Answer: ",First.,Second.
497,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A truck sitting on a field with kites in the air.""? Choices: First, Second.
Answer: ",First.,Second.
498,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A street view of cars and buildings with a rainbow in the sky.""? Choices: First, Second.
Answer: ",Second.,Second.
499,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A little boy riding his bike and wearing a helmet.""? Choices: First, Second.
Answer: ",Second.,Second.
500,object,"You are given two images.<image> <image> Which image better aligns with the description: ""Some flowers in a clear vase filled with water.""? Choices: First, Second.
Answer: ",Second.,Second.
501,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man in a green suiit leaning over a laptop.""? Choices: First, Second.
Answer: ",First.,Second.
502,object,"You are given two images.<image> <image> Which image better aligns with the description: ""Skier with a red jacket on going down the side of a mountain.""? Choices: First, Second.
Answer: ",First.,Second.
503,object,"You are given two images.<image> <image> Which image better aligns with the description: ""There is a long hot dog that has toppings on it.""? Choices: First, Second.
Answer: ",First.,Second.
504,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A computer laptop is placed on a bed.""? Choices: First, Second.
Answer: ",First.,Second.
505,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A flip phone sitting next to a laptop computer.""? Choices: First, Second.
Answer: ",First.,Second.
506,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman holding a wild animal in her arms.""? Choices: First, Second.
Answer: ",Second.,Second.
507,object,"You are given two images.<image> <image> Which image better aligns with the description: ""The man in the business suit takes a video of city buildings.""? Choices: First, Second.
Answer: ",First.,Second.
508,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A red bicycle leaned against a red stucco building with a graffiti covered door.""? Choices: First, Second.
Answer: ",First.,Second.
509,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A person walking by a shop with umbrellas in the window.""? Choices: First, Second.
Answer: ",Second.,Second.
510,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman is holding an umbrella over a bride and groom.""? Choices: First, Second.
Answer: ",First.,Second.
511,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A sign with the word ""Pub"" hangs above several liquor bottles.""? Choices: First, Second.
Answer: ",Second.,Second.
512,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A vintage black and white portrait of a baseball player.""? Choices: First, Second.
Answer: ",First.,Second.
513,object,"You are given two images.<image> <image> Which image better aligns with the description: ""Two people walking along a side walk next to a train on the tracks.""? Choices: First, Second.
Answer: ",Second.,Second.
514,object,"You are given two images.<image> <image> Which image better aligns with the description: ""An older woman sitting at a table with a cake.""? Choices: First, Second.
Answer: ",First.,Second.
515,object,"You are given two images.<image> <image> Which image better aligns with the description: ""The sheep is standing all alone on the rock.""? Choices: First, Second.
Answer: ",Second.,Second.
516,object,"You are given two images.<image> <image> Which image better aligns with the description: ""An old refrigerator stands against a wood-panelled wall.""? Choices: First, Second.
Answer: ",First.,Second.
517,object,"You are given two images.<image> <image> Which image better aligns with the description: ""The girl with the baseball mitt is smiling.""? Choices: First, Second.
Answer: ",Second.,Second.
518,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A little girl sitting on a bed inside a room.""? Choices: First, Second.
Answer: ",First.,Second.
519,object,"You are given two images.<image> <image> Which image better aligns with the description: ""The smart car is parked directly behind the van.""? Choices: First, Second.
Answer: ",Second.,Second.
520,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A black cat sitting under a park bench.""? Choices: First, Second.
Answer: ",First.,First.
521,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman holding a wild animal in her arms.""? Choices: First, Second.
Answer: ",First.,Second.
522,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A white horse grazing on some vegetation.""? Choices: First, Second.
Answer: ",First.,First.
523,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A person holding a teddy bear as she writes on her belly.""? Choices: First, Second.
Answer: ",First.,Second.
524,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A small crane stands on the roof of a car in a city area.""? Choices: First, Second.
Answer: ",Second.,Second.
525,object,"You are given two images.<image> <image> Which image better aligns with the description: ""This is an image of two girls with goats.""? Choices: First, Second.
Answer: ",Second.,Second.
526,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman holding a cell phone and standing in a littered field with others.""? Choices: First, Second.
Answer: ",Second.,Second.
527,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man riding a surfboard on a wave in the ocean.""? Choices: First, Second.
Answer: ",First.,Second.
528,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A purple and white city bus pulling up to the curb.""? Choices: First, Second.
Answer: ",First.,Second.
529,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A pink, handmade puppet sits on the floor.""? Choices: First, Second.
Answer: ",First.,First.
530,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A person standing before a big sign holding up a pastry.""? Choices: First, Second.
Answer: ",Second.,Second.
531,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A large clock tower lit up at night time near another building.""? Choices: First, Second.
Answer: ",First.,Second.
532,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A cow is standing in sand by some water.""? Choices: First, Second.
Answer: ",Second.,Second.
533,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A box of donuts and a bag of nuts sitting on a table.""? Choices: First, Second.
Answer: ",First.,Second.
534,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man standing behind a woman holding a bat.""? Choices: First, Second.
Answer: ",First.,Second.
535,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A child is holding two hot dogs up to the photographer.""? Choices: First, Second.
Answer: ",First.,First.
536,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man in  a jacket standing near a  giant tv.""? Choices: First, Second.
Answer: ",First.,Second.
537,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man riding skis while flying through the air.""? Choices: First, Second.
Answer: ",First.,Second.
538,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat is on papers on a computer desk.""? Choices: First, Second.
Answer: ",First.,Second.
539,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A clock tower stands near a road, trees, and houses.""? Choices: First, Second.
Answer: ",First.,Second.
540,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A red stop sign sitting under a couple of street signs.""? Choices: First, Second.
Answer: ",First.,Second.
541,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A slice of pizza covered in chocolate next to two dolls.""? Choices: First, Second.
Answer: ",Second.,Second.
542,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman with pretty painted toe nails standing in front of a broken cell phone.""? Choices: First, Second.
Answer: ",Second.,Second.
543,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A kitchen with an oven with a green rag and an orange rag.""? Choices: First, Second.
Answer: ",Second.,Second.
544,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A couple are enjoying pizza and drinks at the restaurant.""? Choices: First, Second.
Answer: ",Second.,Second.
545,object,"You are given two images.<image> <image> Which image better aligns with the description: ""THERE ARE CITY BUSES THAT ARE LINED ON THE STREET IN FRONT OF THE BUILDING.""? Choices: First, Second.
Answer: ",First.,Second.
546,object,"You are given two images.<image> <image> Which image better aligns with the description: ""Two children wearing sweaters shirts and ties.""? Choices: First, Second.
Answer: ",Second.,Second.
547,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A red bicycle leaned against a red stucco building with a graffiti covered door.""? Choices: First, Second.
Answer: ",First.,Second.
548,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman sitting in front of a giant pizza.""? Choices: First, Second.
Answer: ",First.,First.
549,object,"You are given two images.<image> <image> Which image better aligns with the description: ""Three guys sitting at a table with two pizzas.""? Choices: First, Second.
Answer: ",Second.,Second.
550,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A street scene with a close of of a stop light.""? Choices: First, Second.
Answer: ",First.,Second.
551,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman walking across a street near motorcycles.""? Choices: First, Second.
Answer: ",First.,First.
552,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man with a red hat is in the city.""? Choices: First, Second.
Answer: ",First.,Second.
553,object,"You are given two images.<image> <image> Which image better aligns with the description: ""Man with green tie with white polka dots stands at outdoor event.""? Choices: First, Second.
Answer: ",First.,Second.
554,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat leans over a desk and paws at an army knife.""? Choices: First, Second.
Answer: ",First.,Second.
555,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A person is walking down a sidewalk holding an umbrella.""? Choices: First, Second.
Answer: ",First.,Second.
556,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A small room with a computer and bookcase.""? Choices: First, Second.
Answer: ",Second.,Second.
557,object,"You are given two images.<image> <image> Which image better aligns with the description: ""An Orange bus is parked next to the people.""? Choices: First, Second.
Answer: ",First.,Second.
558,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A couple of women sitting next to each other.""? Choices: First, Second.
Answer: ",First.,Second.
559,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A macbook laptop next to a phone, backpack, and various books.""? Choices: First, Second.
Answer: ",First.,Second.
560,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man sitting on a bench in a forest area.""? Choices: First, Second.
Answer: ",First.,Second.
561,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A blue bicycle sits on a sidewalk near a street.""? Choices: First, Second.
Answer: ",First.,Second.
562,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A guy taking a picture of a very big pizza.""? Choices: First, Second.
Answer: ",Second.,Second.
563,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A person is opening a plastic package with their hands.""? Choices: First, Second.
Answer: ",First.,Second.
564,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman kneeling to pet animals while others wait.""? Choices: First, Second.
Answer: ",First.,Second.
565,object,"You are given two images.<image> <image> Which image better aligns with the description: ""An Orange bus is parked next to the people.""? Choices: First, Second.
Answer: ",First.,Second.
566,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A person that is sitting in a bed facing out.""? Choices: First, Second.
Answer: ",Second.,Second.
567,object,"You are given two images.<image> <image> Which image better aligns with the description: ""There is a small bathroom with a white vanity.""? Choices: First, Second.
Answer: ",First.,Second.
568,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man with thick black glasses eats a hotdog.""? Choices: First, Second.
Answer: ",Second.,Second.
569,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A person sits on a wooden bench facing blooming trees.""? Choices: First, Second.
Answer: ",Second.,Second.
570,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat laying on a floor next to a keyboard.""? Choices: First, Second.
Answer: ",First.,Second.
571,object,"You are given two images.<image> <image> Which image better aligns with the description: ""The bowl of soup contains a large amount of broccoli.""? Choices: First, Second.
Answer: ",First.,Second.
572,object,"You are given two images.<image> <image> Which image better aligns with the description: ""Cut up orange peels on the white plate.""? Choices: First, Second.
Answer: ",First.,Second.
573,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A cat is sitting on the bed near a person using a laptop.""? Choices: First, Second.
Answer: ",First.,Second.
574,object,"You are given two images.<image> <image> Which image better aligns with the description: ""Two dogs in a grassy field with one dog holding an orange disc.""? Choices: First, Second.
Answer: ",First.,Second.
575,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man on a laptop in a coffee shop.""? Choices: First, Second.
Answer: ",First.,Second.
576,object,"You are given two images.<image> <image> Which image better aligns with the description: ""A man in a leopard robe stands next to a bed.""? Choices: First, Second.
Answer: ",Second.,Second.
577,object,"You are given two images.<image> <image> Which image better aligns with the description: ""The large bear is made up of clay.""? Choices: First, Second.
Answer: ",First.,Second.
578,object,"You are given two images.<image> <image> Which image better aligns with the description: ""The zebra is standing by the local watering hole.""? Choices: First, Second.
Answer: ",Second.,Second.
0,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A smiling man is behind the counter at a restaurant.""? Choices: First, Second.
Answer: ",First.,Second.
1,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A red bird pirched on a wooden ledge.""? Choices: First, Second.
Answer: ",First.,Second.
2,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""An orange and green train reads ""BNSF"" on the side.""? Choices: First, Second.
Answer: ",First.,Second.
3,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A person in red pants stands on a wooden bench with a poster.""? Choices: First, Second.
Answer: ",Second.,Second.
4,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A green bus with people driving on a city street.""? Choices: First, Second.
Answer: ",First.,Second.
5,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A plate of finger foods next to a blue and raspberry topped cake.""? Choices: First, Second.
Answer: ",Second.,Second.
6,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A sky photo to jumbo jet airplanes over a bridge.""? Choices: First, Second.
Answer: ",First.,Second.
7,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Two girls pose for a photo holding doughnuts.""? Choices: First, Second.
Answer: ",Second.,Second.
8,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Man with green tie with white polka dots stands at outdoor event.""? Choices: First, Second.
Answer: ",First.,Second.
9,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man with blue jersey holding a baseball bat.""? Choices: First, Second.
Answer: ",First.,Second.
10,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man with a guitar in front of a microphone.""? Choices: First, Second.
Answer: ",First.,Second.
11,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man in a suite wearing a pair of sunglasses.""? Choices: First, Second.
Answer: ",Second.,First.
12,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A dirty public bathroom with a handicap sign located above the toilet.""? Choices: First, Second.
Answer: ",Second.,Second.
13,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A red blue and yellow train and some people on a platform.""? Choices: First, Second.
Answer: ",First.,Second.
14,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A tan dog leaping to catch a Frisbee.""? Choices: First, Second.
Answer: ",Second.,Second.
15,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man in a yellow shirt and wetsuit surfing.""? Choices: First, Second.
Answer: ",First.,Second.
16,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""An elevated subway train in a major city on a sunny day.""? Choices: First, Second.
Answer: ",First.,Second.
17,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A football game on TV reflects in a bathroom mirror.""? Choices: First, Second.
Answer: ",Second.,Second.
18,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""An old train is pulled up to a passenger terminal.""? Choices: First, Second.
Answer: ",Second.,Second.
19,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A white and black train on rusty train tracks.""? Choices: First, Second.
Answer: ",First.,Second.
20,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Black and white cat sitting in leaves outside a window.""? Choices: First, Second.
Answer: ",First.,Second.
21,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A large white and blue clock tower sitting over a roof.""? Choices: First, Second.
Answer: ",Second.,Second.
22,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A cow that has a small white bird on it.""? Choices: First, Second.
Answer: ",First.,Second.
23,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A blue motorcycle is displayed in a showroom.""? Choices: First, Second.
Answer: ",First.,Second.
24,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A box contains a breakfast with an omelet, tomato slices, a sausage, and some toast.""? Choices: First, Second.
Answer: ",First.,Second.
25,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A red bird pirched on a wooden ledge.""? Choices: First, Second.
Answer: ",First.,Second.
26,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A white bird is flying over a beach.""? Choices: First, Second.
Answer: ",First.,Second.
27,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A little girl walking down a driveway carrying a pink umbrella.""? Choices: First, Second.
Answer: ",First.,Second.
28,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman eating a sandwich near a campfire.""? Choices: First, Second.
Answer: ",Second.,Second.
29,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman sitting at a table with two pizzas and a plate on it.""? Choices: First, Second.
Answer: ",Second.,Second.
30,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A little girl walking down a driveway carrying a pink umbrella.""? Choices: First, Second.
Answer: ",First.,Second.
31,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A dark colored cat that has a collar on it, sitting o the top of a blue refrigerator.""? Choices: First, Second.
Answer: ",First.,Second.
32,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Two people stand near a bike wearing helmets.""? Choices: First, Second.
Answer: ",First.,Second.
33,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Clouds are forming over a farm field with a horse in it and birds flying in the air.""? Choices: First, Second.
Answer: ",Second.,Second.
34,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A colorful clock tower along a street and near apartments.""? Choices: First, Second.
Answer: ",First.,Second.
35,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A metallic suit case in front of a couch.""? Choices: First, Second.
Answer: ",First.,Second.
36,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A large black dog leaping to get a frisbee.""? Choices: First, Second.
Answer: ",First.,Second.
37,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Three pictures of plates with salads, including beans, fish and vegetables.""? Choices: First, Second.
Answer: ",First.,Second.
38,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Two children wearing sweaters shirts and ties.""? Choices: First, Second.
Answer: ",Second.,Second.
39,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A white bus driving past a tall building.""? Choices: First, Second.
Answer: ",First.,Second.
40,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Lilacs in a blue watering can vase sitting outdoors on a ledge.""? Choices: First, Second.
Answer: ",First.,Second.
41,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Two men one getting ready to throw a freebie.""? Choices: First, Second.
Answer: ",Second.,Second.
42,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A close up of a dog next to a news paper on a table.""? Choices: First, Second.
Answer: ",Second.,Second.
43,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A desk with two computer monitors, a laptop computer, keyboard and set of headphones.""? Choices: First, Second.
Answer: ",Second.,Second.
44,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A red car parked in front of an abandoned bus.""? Choices: First, Second.
Answer: ",First.,Second.
45,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A glass topped desk with a computer and speakers.""? Choices: First, Second.
Answer: ",Second.,Second.
46,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A pizza covered with lots of broccoli sitting on a kitchen counter.""? Choices: First, Second.
Answer: ",First.,First.
47,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""These stairs are leading up to an open door.""? Choices: First, Second.
Answer: ",First.,Second.
48,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A vase filled with purple flowers on to of a wooden table.""? Choices: First, Second.
Answer: ",First.,Second.
49,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A cute black dog with a white spot sitting on a chair.""? Choices: First, Second.
Answer: ",First.,Second.
50,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Gathering of people dishing out food set on a long table with checkered tablecloth.""? Choices: First, Second.
Answer: ",First.,Second.
51,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Person in red peacoat and hat riding a horse.""? Choices: First, Second.
Answer: ",First.,Second.
52,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A young girl tries to keep her balance on a surfboard.""? Choices: First, Second.
Answer: ",First.,Second.
53,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man wearing glasses and a lavender shirt.""? Choices: First, Second.
Answer: ",First.,Second.
54,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A close of a red fire hydrant next to a road.""? Choices: First, Second.
Answer: ",First.,Second.
55,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""The brown dog is laying near a silver dog bowl.""? Choices: First, Second.
Answer: ",First.,Second.
56,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A little girl playing with a teddy bear and chewing on a toothbrush.""? Choices: First, Second.
Answer: ",First.,Second.
57,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A young man holding a frisbee in his hand while standing on a field.""? Choices: First, Second.
Answer: ",First.,Second.
58,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A vase filled with water and white flowers.""? Choices: First, Second.
Answer: ",First.,Second.
59,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A young woman on a tennis court preparing to serve the ball.""? Choices: First, Second.
Answer: ",First.,Second.
60,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A piece of dutch chocolate cake with a fork  on a plate.""? Choices: First, Second.
Answer: ",First.,Second.
61,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A colorful toilet seat open in a toilet stall.""? Choices: First, Second.
Answer: ",First.,Second.
62,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A green bus with people driving on a city street.""? Choices: First, Second.
Answer: ",First.,Second.
63,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A baked dish on a plate being touched by a woman.""? Choices: First, Second.
Answer: ",Second.,Second.
64,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""There is a man wearing a plad shirt riding a skateboard.""? Choices: First, Second.
Answer: ",First.,Second.
65,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man in a green suiit leaning over a laptop.""? Choices: First, Second.
Answer: ",First.,Second.
66,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Several cows grazing in a grassy  open field.""? Choices: First, Second.
Answer: ",Second.,Second.
67,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman walking by a fence holding an orange umbrella over her.""? Choices: First, Second.
Answer: ",First.,Second.
68,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A white dog is sitting in the back of a truck and a mattress.""? Choices: First, Second.
Answer: ",First.,Second.
69,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A photo of a table at a nice restaurant with glasses of wine.""? Choices: First, Second.
Answer: ",First.,Second.
70,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A couple of black cows standing on the top of a grassy hill.""? Choices: First, Second.
Answer: ",First.,Second.
71,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man holding a bottle of something to drink.""? Choices: First, Second.
Answer: ",First.,Second.
72,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Large brick building with a clock tower at its height.""? Choices: First, Second.
Answer: ",First.,Second.
73,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Brown dog lying on unmade bed in bedroom of home.""? Choices: First, Second.
Answer: ",First.,Second.
74,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""This older photo depicts a woman working in a primitive kitchen.""? Choices: First, Second.
Answer: ",First.,Second.
75,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A pasta entree with broccoli on a white plate.""? Choices: First, Second.
Answer: ",First.,Second.
76,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A large black dog leaping to get a frisbee.""? Choices: First, Second.
Answer: ",Second.,Second.
77,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A white Samsung microwave oven installed into a natural wood kitchen cabinet.""? Choices: First, Second.
Answer: ",First.,Second.
78,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A woman walking by a fence holding an orange umbrella over her.""? Choices: First, Second.
Answer: ",First.,Second.
79,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Some green bananas and coconuts are sitting on a picnic table.""? Choices: First, Second.
Answer: ",Second.,Second.
80,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A red bird pirched on a wooden ledge.""? Choices: First, Second.
Answer: ",First.,Second.
81,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A small two tier wedding cake is embellished with red flowers, on a table with stemware artfully arranged.""? Choices: First, Second.
Answer: ",First.,Second.
82,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A red and white plane flying through a cloudy sky.""? Choices: First, Second.
Answer: ",First.,Second.
83,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A child petting two dogs on the side of the street.""? Choices: First, Second.
Answer: ",Second.,Second.
84,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A bowl of banana's, sprinkels, chocolate chips, and marshmellows.""? Choices: First, Second.
Answer: ",First.,First.
85,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man standing next to a child in a green boat.""? Choices: First, Second.
Answer: ",First.,Second.
86,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man wearing a jacket and  a bow tie.""? Choices: First, Second.
Answer: ",Second.,Second.
87,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A few horses stand on the street next to a silver car.""? Choices: First, Second.
Answer: ",First.,Second.
88,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""An Orange bus is parked next to the people.""? Choices: First, Second.
Answer: ",First.,Second.
89,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A red bird pirched on a wooden ledge.""? Choices: First, Second.
Answer: ",First.,Second.
90,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Man walking down a beach with a multicolored kite.""? Choices: First, Second.
Answer: ",First.,Second.
91,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man in a blue coat skiing through a snowy field.""? Choices: First, Second.
Answer: ",First.,Second.
92,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Women and children are gathered around a blue cake.""? Choices: First, Second.
Answer: ",Second.,Second.
93,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""On a gray day a surfer carrying a white board walks on a beach.""? Choices: First, Second.
Answer: ",First.,Second.
94,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A plate with a slice of pizza sits on a table.""? Choices: First, Second.
Answer: ",First.,First.
95,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A women in a blue shirt cuddles up with her cat.""? Choices: First, Second.
Answer: ",First.,Second.
96,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""Black birds picking berries out of the tree.""? Choices: First, Second.
Answer: ",First.,Second.
97,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""The hand is holding an iPhone for the picture.""? Choices: First, Second.
Answer: ",Second.,Second.
98,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A wooden spoon sticking out of a pot of food.""? Choices: First, Second.
Answer: ",First.,Second.
99,attribute,"You are given two images.<image> <image> Which image better aligns with the description: ""A man standing next to a traffic light in Australia.""? Choices: First, Second.
Answer: ",Second.,Second.
